Title,Year,Genre,Synopsis,IMDb id
The Secret of Yolanda,2016,"Adventure, Comedy, Drama","Mulli, an Israeli young man, looses his backpack en route to Cairo and instead heads off to a surreal quest around the streets of Tel Aviv and Israel.",0083527
Four by Four,1995,"Drama, Mystery",An ex-SS officer and his gorgeous wife find a refuge living in Eilat. A mysterious stranger appears from their past.,6024062
Planet Blue,1970,"Comedy, Drama, Romance","Stuck in existential boredom, two high school students start a bold and complex project: kidnapping their entire school. What was supposed to be an end-of-year film will become a chilling documentation of the chain of events that follows.",0112699
The Customer of the Off Season,2021,Drama,Add a Plot,0147125
Untitled Project,2016,Drama,"Through her camera lens, Yael, a 30-year-old street photographer explores and discovers who she really is, dealing with a dark secret revealed about her beloved father.",15436012
Amor,2016,Drama,"Jossef Tawila, the legendary tar player of the band Ensemble Tourqouise along with Avram Mufradi composed the Crying Spring Symphony. In the debut evening of the symphony's playing a car ...                See full summary »",4531764
Snapshot,2012,Drama,Add a Plot,6583298
The Ballad of the Weeping Spring,2014,"Comedy, Romance",A romance set in 21st century Israel between two young Israelis trying to cope with the pressures of love and commitment in a reality that's aggressive hostile and isolating.,2378091
Tsili,(II,Drama,A German Jewish engineer is the only survivor of a concentration camp where he would work in a counterfeiting unit.,3966798
Home,1965,Drama,"Set in the early eighties in Israel, ""Soldier of the Night"" is a horror film. It is the first Israeli horror film ever made. A beautiful young woman (Iris) meets an attractive young man (...                See full summary »",1784466
The Hour of Truth,1984,"Comedy, Drama","The touching story of Victor, who lives with his mother in the REALLY bad part of town and runs an illegal TV cable station. One day he sees the beautiful Michaela and falls madly in love ...                See full summary »",0059266
Night Soldier,1995,"Comedy, Drama",Add a Plot,0128562
Love Sick,1961,NA,"Inside the virtual world - A soldier looks for relationships, a teenager search for porn, women try to find love and the best -or any- lover in the area - outside the virtual world no one is what they seem.",0112665
I Like Mike,2015,"Comedy, Musical","The competition between two identical brothers, one is an orthodox and the other is seclecur, who needs to move to Israel in order to marry a Jewish girl and inharrit a fortune.",0137009
Internet Junkie,1976,"Comedy, Drama","3 stories revolving the Usher family. An elderly man seeks redemption by returning a dead friend's watch. A straight arrow, fights her brothers' desire to give their dying sister a ...                See full summary »",5125940
Kuni Leml in Tel Aviv,2019,Drama,"Nobody really respects Camel Najer, the young Bedouin who works as a security guard at the central bus station. Neither his family, nor his colleagues. When the Israeli government threatens...                See full summary »",0074766
Deconstructing the Ushers,2012,Drama,"The story of Rezsö (Rudolf) Kasztner and his rescue mission of 1.700 Hungarian Jews. In 1954 he was denounced in an Israeli Court for collaboration with the Nazis and subsequently assassinated for having ""sold his soul to the Devil"".",6027372
Sharqiya,,"Comedy, Drama","Baby-mama-drama, crazy neighbors and a self-appointed parole officer await a man under house arrest in this adult animated comedy.",2190397
Kasztner's Ark,2016,"Comedy, Drama","Israel's top secret unit receives a new soldier (which is not a soldier but a Rabbi) who comes to take care of his friend that joined the Unit, and to take care that the soldier will pray and believe in god and his Mitzvoth.",9467428
House Arrest,1971,"Adventure, Comedy, Fantasy",A Canadian/Israeli coproduction fantasy sexploitation comedyg by,5748506
Fishke Goes to War,1971,Drama,"A middle class, modern day urban family drama revolving around the complicated relationship between a strong-willed girl and her good-hearted father who finds himself responsible for her upbringing after his wife's death.",0067101
7 fois... par jour,1998,"Drama, Family","The life of the Yassif family becomes almost impossible when the father who is the city architect, is charged with taking bribes.",0135741
Aviv,2008,Drama,What can happen in a moment? A difficult decision can change your path in life. An innocent question can provide all the answers you need. A simple maneuver can open your eyes. Seven moments that will change their lives forever.,0162870
Eli & Ben,1970,Western,"A nun, the only survivor of an Indian massacre of a wagon train, is taken in by a cantankerous old gunfighter.",1320376
Madron,2018,"Drama, Romance",A young musician is secretly in love with the beautiful woman living across the street. He is unaware of the horrifying mental crisis she is going through. She is oblivious to the heavy ...                See full summary »,0066034
Love Trilogy: Stripped,2022,"Comedy, Crime","Dov (75) a widower, lives in a nursing home where he feels like he's in jail. He dreams of buying back his old house and returning live there, but he has has no money since losing his his ...                See full summary »",5368322
Greener Pastures,1975,Comedy,"Ephraim Rubin (Seffy Rivlin) is a bank manager. His life is one big mess: his bitch wife and son make his life miserable at home, and at work he is under tons of pressure. One day he ...                See full summary »",12961740
The Four Deuces,1986,Drama,"In Tel Aviv, Yoav receives a visit from Delphine, the girlfriend of Emile, his boyfriend from Paris. Their day together in the city confronts their mutual expectations in the face of a complex Israeli society.",0073011
Million Dollar Madness,2006,Drama,"When Shlomo discovers in his trans daughter's Assaf room, women's clothing and accessories, he decides to 'teach the boy a lesson'. When Assaf returns to her parents' home on a rainy night ...                See full summary »",0091945
Emile's Girlfriend,2011,"Drama, Comedy",Respectable single father and tour boat captain Chico fights tooth and nail to maintain custody of his dear son Ben while developing a romantic relationship with beautiful lawyer Galia.,1046926
Melting Away,1987,"Action, Comedy","The film centres around gangland boss Vic Morono who presides over a mixed pack of cards with the trumps being the 'The Four Deuces'-Chip Morono, Mickey Navarro, Ben Arlen and Smokey Ross.",1820531
Abba Ganuv,1983,"Adventure, Drama, Romance","In 1948, four Israeli soldiers recount the events that led them to take up arms while preparing for a final mission in the hours leading up to a truce.",0133331
Fellow Travellers,1955,"Comedy, Drama",Laila In Haifa is set over one fateful night in a club in the port town of Haifa and explores the interweaving stories of five women. The film aims to present a snapshot of contemporary ...                See full summary »,0144292
Hill 24 Doesn't Answer,2020,"Drama, War",Tells the story of two women seeking leads to their missing husbands after the end of the Yom Kippur War (1973). A relationship builds between them when each identified her husband in the same blurred image of a foreign newsreel.,0048121
Laila in Haifa,1983,Drama,"City of Lodz in Poland, after the Second World War. Two brothers, Tadek and Andrzej, grow up without a father, and their mother, so busy at work, does not notice when the boys join a rowdy ...                See full summary »",12716170
The Last Winter,2011,"Drama, Thriller",Add a Plot,0087599
My Australia,2019,Drama,"Tamara, a successful career woman, lives in a world of high expectations and perfect performances. When she gives birth to her first daughter, the change shakes her world, altering the ...                See full summary »",1881012
That's the Way You Love,1990,Drama,Add a Plot,9834798
Where Eagles Fly,1985,Comedy,Four weeks of basic training for girls in the IDF: seven girls and two sergeants from different backgrounds.,0100922
Girls,2009,Drama,"Alon undergoes innovative psychotherapy in New York. He embarks on a tempestuous, soul-searching journey, seeking out the details of his mother's childhood in Poland. He does this as a way ...                See full summary »",0133399
