Title,Year,Genre,Synopsis,IMDb id
Dream No More,1948,Drama,NA,0042414
The Real Game,1980,Drama,NA,0148477
The Pracht Inn,2014,Drama,"An adaptation of Aaron Appelfeld's novel 'Night after Night'. In the sixties, a group of Holocaust survivors live together in a hostel in Jerusalem and struggle to revive the Yiddish Language .",3824034
Tayara,2009,Drama,NA,9613332
The Dinner,2020,Comedy,NA,10218878
Scratch,2007,"Drama, History",Based on the Yemenite Children Affair.,2239012
The Voice of Hope,1997,Drama,Eight young Israelis find themselves at a life's crossroads. Their common ground is being out of place in their surroundings and they all long for a sense of wholeness and integrity which ...                See full summary »,0143987
Mymym,2005,Drama,A strikingly intelligent and beautiful Jewish girl is plucked from obscurity and crowned queen of Persia.,0497641
The Orphan Queen,,Drama,"Chronicle of a Jewish family during and after the Shoah in Poland. Lives filled with suffering and cries. How to survive in a hostile country, where Jew's are tracked down, sold and murdered.",8163406
Goscinnosc Hospitality,,Drama,"Peter, freshly widowed at 60, is looking for a new relationship. His son, Rami, finds solace in smoking weed. Peter meets 50 year old Noga, who has a daughter named Nelly. We watch the relationships unfold between the four characters.",10009218
Odds or Evens,2012,Drama,NA,11300390
Six Million Pieces,2001,Drama,NA,2210979
Saturday of the Groom,1993,Comedy,"Depressive Johan turns 30 and wants to die. Instead, he is chosen out of his German university classmates to go to Israel on a student exchange program. Ruth, an Israeli music student, ...                See full summary »",0158185
The Soft German,2014,"Drama, Romance","A year after being widowed, Peter, a 60 year old business man, is looking obsessively for a new relationship. He meets Noga who is divorced and has a girl, Nelly (16). Peters' son Rami (18)...                See full summary »",3907264
Islands on the Shore,2003,Drama,NA,0381283
A Matter of Reputation,2001,Drama,The conjunction of creativity and death through the confrontation between a film director and the subject of his creation - a gifted piano player who became a criminal.,0289366
Janem Janem,2005,Drama,"Eldi, a 40 year old high -school teacher, is in a midlife crisis. He just returned from a long army reserve service in Jenin and informs the school principal that he is not coming back to ...                See full summary »",0833474
Exile: A Myth Unearthed,2011,NA,"Exile looks at new evidence that suggests the majority of the Jewish people may not have been exiled following the fall of Jerusalem in 70 AD, and asks us to rethink about an event that has...                See full summary »",3052080
Korban HaAhava,1992,Drama,NA,8318372
Harmonia,2016,Drama,"A contemporary variation in a classical music setting of the biblical story of Abraham, Sarah and Hagar.",5143744
Ha-Tarnegol,1971,Comedy,"An army sergeant (Topol) narrates in flash-backs his love adventures with several women, including some women soldiers.",0142898
Paradise Cruise,2013,"Drama, Thriller","An impossible love story between Yossi, a former IDF soldier, and Dora, a mysterious French photographer visiting Israel, as they both struggle in vain to leave their pasts behind",2252614
An Israeli Love Story,2017,"Family, Music",NA,6077176
Festival Shirei Yeladim,1980,Drama,NA,0133762
Itach Lanetzach,1997,NA,NA,0157839
Du-Krav,1993,Drama,An excursion trip gone wrong once a group of friends get stuck on a mountain. Their historical pasts begin to unfold into unsettling situations once they open up to the village people.,0133724
Tikvah,2022,"Drama, Thriller","On the day he is released from prison, Yisarael appears on the doorstep of the woman whose life he had changed. A weird relationship develops between the two.",19050418
Dangerous Acts,1998,Drama,A once successful novelist tries to revive his fading career by launching a highly inventive scam. He recruits a reckless actress and trains her to assume the somber identity of a lit Masters student. Their lives will alter forever.,0163595
The Monkey House,,"Crime, Drama, Mystery","In a rain swept Tokyo, Eko complicates her life by publishing a 'Call For Dreams' ad in a newspaper. As strangers leave descriptions of dreams on her answering machine, a parallel police investigation of a murder in Tel Aviv unfolds.",10629360
Call for Dreams,2018,Drama,"Michael and Dana are a married couple, who live an inert life, typical for young people in the big city. An unexpected crisis shakes their world and forces them to make a reckoning of their relationship and life choices.",7520672
Tel Aviv,2021,"Drama, History",A love story based on actual events set during the turbulent period of pre-state Israel 1947-48.,11234550
The House on Fin Street,2021,Drama,"Written and directed by Amir Manor (Epilogue), the film follows Dina, a young Russian girl from south Israel, who cleans toilets in her town's central bus station. She falls in love with ...                See full summary »",4365590
Land of the Little People,2016,"Adventure, Drama, Thriller",Four young kids who clash with two army deserters in a fight over territory.,3444008
Close to Home,2005,Drama,"Rebellious and outgoing Smadar can't stand types like Mirit. Mirit, introverted and frightened, keeps away from the likes of Smadar. But the two are thrown together as they are assigned to ...                See full summary »",0478999
Atomic Falafel,2015,"Comedy, Drama",Two girls from nuclear towns in Israel and Iran spill their countries most valuable secrets on Facebook while trying to prevent a nuclear crisis.,3830312
Phobidilia,2009,Drama,"After suffering an emotional breakdown in a public place, a young man vows never to leave his apartment. He quickly discovers that in today's world all his needs can be easily met: sex via ...                See full summary »",1494810
Kissufim,,Drama,"It follows members of a Nahal group who volunteer in a kibbutz named ""Kissufim"". The face the hardships of love, sexuality, morality and responsibility near the end of their military service and the beginning of their adult lives.",17323516
Burning Mooki,2008,Drama,"When Mooky is fifteen, his beloved father dies a sudden death, and his place is taken by Yanek - an impulsive, rough, yet generous man who is regarded as a controversial figure due to his ...                See full summary »",1514822
The Uranium Conspiracy,1978,"Action, Drama, Thriller","This feature was shot in the midst of some of Europe's most stunning scenery. The story focuses on the efforts of an espionage agent, played by Italian heartthrob Fabio Testi, to secure a ...                See full summary »",0078447
Jaffa,2009,Drama,"In the city of Jaffa; a young girl plans to run away with her secret lover, when a tragedy forever changes the course of their lives.",1406160
The Women's Balcony,2016,"Comedy, Drama",A bar mitzvah mishap causes a major rift in a devout Orthodox community in Jerusalem.,5974460
Desperado Square,2001,Drama,"In ha-Argazim, a neighborhood that time forgot, the one-year anniversary of Morris Mandabon's death is approaching, and his youngest son, Nissim has had a dream in which his father orders ...                See full summary »",0246730
Little Heroes,2006,"Adventure, Family",A film about a special road trip of 3 good friends.,0476546
Wounded Land,2015,Drama,A brutal terror attack causes an intense chain of events in one night,3489526
Mind Fuck,2010,Drama,"Yaki just wanted to make a porn film. As a child growing up in an ultra-orthodox family (very religious), he never even heard about this ""dubious"" genre. Actually, he never even encountered...                See full summary »",1621826
"April 7, 1980",2020,"Action, Drama","On the eve of the second Passover holiday, a squad of five commandos from the PFLP cuts the northern border fence and penetrates into Kibbutz Misgav-Am. Their mission is to take hostage the...                See full summary »",9869564
Sweet Mud,2006,Drama,"Set in mid-70's, 12-year old Dvir Avni navigates between the equality values of his home-born Kibbutz and the relationship with his undermined mother, whom the Kibbutz members will to denounce.",0498846
Bulgarian Rhapsody,2014,Drama,"Summer of 1943. The Jews of Greater Bulgaria must adhere to the laws of Germany. Moni, (17) a Jewish youngster from Sofia and Giogio the son of the commissar for Jewish affairs' driver, ...                See full summary »",3541358
Minotaur,1997,"Romance, Thriller","Alex Abramov is Mossad secret agent looking after some bad guys. He falls in love with young music student Thea, but can not reveal himself and sends her gifts secretly. Thea first thinks ...                See full summary »",0119678
Beyond the Walls,1984,Drama,"In Israel's Central Prison, the security officer is corrupt, supplying drugs and stirring the hatred between Jewish and Arab prisoners to his advantage. Uri, in for 12 years for armed ...                See full summary »",0087699
